vivienda_id;cantidad;fecha_y_hora
1111;0;21/07/2023 20:30
1111;0;16/07/2023 17:07
1111;1;16/07/2023 16:09
1111;0;14/07/2023 14:14
1111;1;14/07/2023 13:33
1111;0;13/07/2023 15:53
1111;0;13/07/2023 14:07
1111;0;12/07/2023 16:33
1111;1;12/07/2023 14:04
1111;0;11/07/2023 19:37
1111;2;11/07/2023 18:59
1111;0;09/07/2023 19:13
1111;2;09/07/2023 18:18
1111;0;05/07/2023 20:30
1111;1;05/07/2023 20:30
1111;2;05/07/2023 13:58
1111;1;05/07/2023 13:58
1111;0;02/07/2023 21:05
1112;0;22/07/2023 19:24
1112;2;22/07/2023 18:30
1112;0;20/07/2023 19:57
1112;2;20/07/2023 18:12
1112;0;19/07/2023 19:48
1112;1;19/07/2023 19:48
1112;2;19/07/2023 17:50
1112;0;19/07/2023 13:47
1112;2;19/07/2023 12:18
1112;0;17/07/2023 13:47
1112;2;17/07/2023 13:00
1112;0;16/07/2023 20:25
1112;3;16/07/2023 19:51
1112;4;16/07/2023 18:24
1112;3;16/07/2023 17:39
1112;0;15/07/2023 20:00
1112;2;15/07/2023 18:19
1112;0;14/07/2023 18:50
1112;2;14/07/2023 17:08
1112;0;13/07/2023 15:23
1112;2;13/07/2023 15:07
1112;0;10/07/2023 20:44
1112;1;10/07/2023 20:38
1112;2;10/07/2023 18:50
1112;0;10/07/2023 14:07
1112;2;10/07/2023 13:19
1112;0;09/07/2023 20:43
1112;1;09/07/2023 20:41
1112;2;09/07/2023 15:14
1112;0;07/07/2023 14:07
1112;2;07/07/2023 12:24
1112;0;06/07/2023 14:37
1112;2;06/07/2023 13:51
1112;0;05/07/2023 20:38
1112;1;05/07/2023 20:13
1112;0;03/07/2023 18:53
1112;2;03/07/2023 18:01
1112;0;01/07/2023 20:01
1112;3;01/07/2023 17:13
1112;1;01/07/2023 16:56
1112;0;01/07/2023 13:57
1112;0;01/07/2023 13:56
1112;2;01/07/2023 13:33
1113;0;22/07/2023 20:05
1113;1;22/07/2023 20:00
1113;2;22/07/2023 19:31
1113;0;22/07/2023 14:41
1113;4;22/07/2023 14:08
1113;5;22/07/2023 13:48
1113;4;22/07/2023 13:43
1113;3;22/07/2023 12:51
1113;2;22/07/2023 12:09
1113;0;21/07/2023 20:28
1113;1;21/07/2023 20:25
1113;2;21/07/2023 20:24
1113;3;21/07/2023 20:24
1113;4;21/07/2023 20:23
1113;5;21/07/2023 19:32
1113;4;21/07/2023 12:14
1113;1;21/07/2023 12:05
1113;0;20/07/2023 20:42
1113;1;20/07/2023 20:39
1113;2;20/07/2023 20:39
1113;3;20/07/2023 19:10
1113;0;20/07/2023 14:49
1113;1;20/07/2023 14:17
1113;0;20/07/2023 14:16
1113;2;20/07/2023 13:43
1113;3;20/07/2023 12:22
1113;2;20/07/2023 12:22
1113;0;19/07/2023 20:27
1113;2;19/07/2023 19:03
1113;0;19/07/2023 14:45
1113;2;19/07/2023 14:13
1113;3;19/07/2023 13:32
1113;2;19/07/2023 12:19
1113;0;18/07/2023 20:16
1113;1;18/07/2023 20:11
1113;2;18/07/2023 13:50
1113;3;18/07/2023 12:48
1113;1;18/07/2023 11:52
1113;0;17/07/2023 14:04
1113;3;17/07/2023 12:19
1113;0;19/06/2023 19:39
1113;1;19/06/2023 17:05
1113;0;09/06/2023 18:40
1113;2;09/06/2023 18:10
1113;0;03/06/2023 19:29
1113;8;03/06/2023 18:49
1114;0;07/07/2023 18:49
1114;3;07/07/2023 17:08
1114;0;05/07/2023 16:03
1114;5;05/07/2023 15:01
1114;0;02/07/2023 21:03
1114;1;02/07/2023 19:59
1114;2;02/07/2023 19:59
1114;3;02/07/2023 19:59
1114;4;02/07/2023 15:45
1114;6;02/07/2023 15:36
1114;4;02/07/2023 14:46
1114;0;27/06/2023 16:16
1114;0;27/06/2023 14:52
1114;1;27/06/2023 14:48
1114;2;27/06/2023 14:40
1114;0;26/06/2023 15:15
1114;0;26/06/2023 15:10
1114;1;26/06/2023 15:10
1114;2;26/06/2023 15:10
1114;4;26/06/2023 14:46
1114;3;26/06/2023 14:46
1114;1;26/06/2023 14:43
1114;0;26/06/2023 14:42
1114;1;26/06/2023 14:12
1114;0;25/06/2023 19:34
1114;2;25/06/2023 17:22
1114;0;25/06/2023 15:39
1114;1;25/06/2023 15:11
1114;0;24/06/2023 20:16
1114;3;24/06/2023 19:10
1114;2;24/06/2023 19:09
1121;0;17/07/2023 13:06
1121;1;17/07/2023 12:14
1121;0;10/07/2023 15:06
1121;1;10/07/2023 14:59
1121;0;09/07/2023 14:36
1121;2;09/07/2023 13:47
1121;1;09/07/2023 13:32
1121;0;08/07/2023 14:26
1121;2;08/07/2023 12:54
1121;0;07/07/2023 15:15
1121;1;07/07/2023 15:02
1121;0;05/07/2023 14:24
1121;2;05/07/2023 13:47
1121;12;05/07/2023 13:46
1121;0;04/07/2023 20:20
1121;2;04/07/2023 19:30
1121;1;04/07/2023 19:15
1121;0;03/07/2023 20:03
1121;2;03/07/2023 19:04
1121;1;03/07/2023 18:44
1122;0;22/07/2023 14:12
1122;1;22/07/2023 13:31
1122;0;16/07/2023 14:24
1122;1;16/07/2023 13:42
1123;0;15/07/2023 20:34
1123;1;15/07/2023 20:33
1123;2;15/07/2023 20:32
1123;3;15/07/2023 20:31
1123;4;15/07/2023 20:31
1123;5;15/07/2023 20:11
1123;4;15/07/2023 18:37
1123;0;10/07/2023 14:38
1123;4;10/07/2023 13:14
1123;2;10/07/2023 13:13
1123;0;07/07/2023 20:41
1123;1;07/07/2023 20:40
1123;2;07/07/2023 20:39
1123;3;07/07/2023 20:04
1124;0;21/07/2023 14:20
1124;1;21/07/2023 14:03
1124;0;21/07/2023 12:59
1124;1;21/07/2023 12:04
1124;0;19/07/2023 20:38
1124;1;19/07/2023 20:37
1124;2;19/07/2023 20:36
1124;3;19/07/2023 19:32
1124;1;19/07/2023 19:31
1124;0;19/07/2023 13:37
1124;1;19/07/2023 13:20
1124;0;19/07/2023 13:15
1124;0;19/07/2023 11:50
1124;1;19/07/2023 11:35
1124;2;19/07/2023 11:34
1124;4;19/07/2023 11:32
1124;2;19/07/2023 11:32
1124;1;19/07/2023 11:18
1124;0;17/07/2023 20:28
1124;1;17/07/2023 20:25
1124;2;17/07/2023 20:23
1124;3;17/07/2023 19:47
1124;2;17/07/2023 19:47
1124;1;17/07/2023 19:46
1124;0;17/07/2023 14:31
1124;1;17/07/2023 14:10
1124;0;16/07/2023 20:35
1124;1;16/07/2023 20:33
1124;2;16/07/2023 20:32
1124;3;16/07/2023 20:31
1124;4;16/07/2023 20:28
1124;3;16/07/2023 20:19
1124;1;16/07/2023 19:31
1124;0;13/07/2023 20:07
1124;2;13/07/2023 19:45
1124;1;13/07/2023 19:02
1124;0;12/07/2023 13:32
1124;3;12/07/2023 13:08
1124;2;12/07/2023 12:58
1124;3;12/07/2023 12:08
1124;2;12/07/2023 12:08
1124;1;12/07/2023 11:52
1124;0;10/07/2023 13:56
1124;1;10/07/2023 12:34
1124;0;09/07/2023 13:27
1124;1;09/07/2023 13:09
1124;0;08/07/2023 20:45
1124;1;08/07/2023 20:44
1124;2;08/07/2023 20:43
1124;3;08/07/2023 20:27
1124;4;08/07/2023 20:05
1124;3;08/07/2023 20:05
1124;1;08/07/2023 19:14
1124;0;08/07/2023 15:10
1124;1;08/07/2023 14:58
1124;0;07/07/2023 13:22
1124;1;07/07/2023 13:08
1124;2;07/07/2023 11:56
1124;1;07/07/2023 11:49
1124;0;06/07/2023 12:36
1124;1;06/07/2023 12:36
1124;2;06/07/2023 12:11
1124;1;06/07/2023 11:48
1124;0;05/07/2023 20:30
1124;2;05/07/2023 20:05
1124;1;05/07/2023 19:54
1124;0;04/07/2023 14:06
1124;1;04/07/2023 13:33
1124;2;04/07/2023 13:32
1124;0;03/07/2023 20:42
1124;1;03/07/2023 19:18
1124;0;03/07/2023 13:52
1124;1;03/07/2023 13:42
1124;0;02/07/2023 21:03
1124;1;02/07/2023 18:37
1124;2;02/07/2023 13:09
1124;3;02/07/2023 12:56
1124;4;02/07/2023 12:37
1124;2;02/07/2023 11:48
1124;1;01/07/2023 19:36
1124;0;29/06/2023 14:13
1124;3;29/06/2023 13:39
1124;0;28/06/2023 16:48
1124;1;28/06/2023 16:07
1124;3;28/06/2023 16:07
1124;2;28/06/2023 15:57
1124;1;28/06/2023 15:53
1124;0;27/06/2023 20:36
1124;1;27/06/2023 20:34
1124;2;27/06/2023 20:33
1124;3;27/06/2023 19:52
1124;0;26/06/2023 20:41
1124;1;26/06/2023 20:40
1124;2;26/06/2023 20:29
1124;0;26/06/2023 11:55
1124;2;26/06/2023 11:54
1124;4;26/06/2023 11:47
1124;2;26/06/2023 11:35
1124;1;26/06/2023 11:27
1124;0;25/06/2023 20:07
1124;4;25/06/2023 15:54
1124;2;25/06/2023 15:53
1124;0;24/06/2023 20:14
1124;4;24/06/2023 18:25
1124;2;24/06/2023 18:25
1124;1;24/06/2023 18:25
1124;0;22/06/2023 20:43
1124;1;22/06/2023 20:43
1124;2;22/06/2023 20:43
1124;3;22/06/2023 20:43
1124;4;22/06/2023 20:36
1124;5;22/06/2023 20:36
1124;6;22/06/2023 19:09
1124;5;22/06/2023 19:01
1124;4;22/06/2023 13:13
1124;3;22/06/2023 13:06
1124;0;21/06/2023 20:41
1124;1;21/06/2023 20:41
1124;2;21/06/2023 20:41
1124;3;21/06/2023 20:35
1124;2;21/06/2023 20:35
1124;1;21/06/2023 20:34
1124;0;21/06/2023 12:56
1124;2;21/06/2023 12:38
1124;0;20/06/2023 17:01
1124;2;20/06/2023 16:52
1124;0;19/06/2023 20:22
1124;2;19/06/2023 19:54
1124;0;14/06/2023 19:30
1124;2;14/06/2023 17:09
1124;0;10/06/2023 20:18
1124;2;10/06/2023 17:45
1124;0;09/06/2023 18:45
1124;2;09/06/2023 16:21
1124;0;02/06/2023 20:21
1124;1;02/06/2023 20:04
1124;4;02/06/2023 18:58
1131;0;19/07/2023 14:35
1131;4;19/07/2023 13:07
1131;0;18/07/2023 14:20
1131;1;18/07/2023 14:20
1131;2;18/07/2023 13:27
1131;0;17/07/2023 14:38
1131;0;16/07/2023 13:45
1131;4;16/07/2023 12:36
1131;0;14/07/2023 14:08
1131;4;14/07/2023 12:36
1131;0;12/07/2023 14:36
1131;4;12/07/2023 14:23
1131;5;12/07/2023 13:26
1131;3;12/07/2023 12:19
1131;0;11/07/2023 14:33
1131;1;11/07/2023 14:17
1131;5;11/07/2023 13:04
1131;1;11/07/2023 12:15
1131;0;10/07/2023 20:44
1131;1;10/07/2023 20:38
1131;2;10/07/2023 20:35
1131;3;10/07/2023 14:34
1131;4;10/07/2023 14:00
1131;0;09/07/2023 20:45
1131;1;09/07/2023 14:24
1131;5;09/07/2023 13:35
1131;0;24/06/2023 14:07
1131;2;24/06/2023 13:48
1131;0;22/06/2023 20:44
1131;1;22/06/2023 14:14
1131;2;22/06/2023 13:48
1131;0;18/06/2023 20:50
1131;1;18/06/2023 20:50
1131;2;18/06/2023 20:50
1131;3;18/06/2023 20:49
1131;4;18/06/2023 18:50
1131;0;18/06/2023 18:29
1131;0;18/06/2023 18:09
1131;5;18/06/2023 17:06
1131;2;18/06/2023 16:58
1132;0;21/07/2023 20:28
1132;1;21/07/2023 20:25
1132;2;21/07/2023 20:24
1132;3;21/07/2023 13:33
1132;1;21/07/2023 13:24
1132;0;20/07/2023 19:51
1132;1;20/07/2023 17:09
1132;0;20/07/2023 14:27
1132;3;20/07/2023 14:01
1132;0;19/07/2023 20:38
1132;1;19/07/2023 19:48
1132;0;18/07/2023 16:02
1132;3;18/07/2023 15:49
1132;0;18/07/2023 15:19
1132;2;18/07/2023 15:12
1132;0;17/07/2023 20:35
1132;0;17/07/2023 18:45
1132;1;17/07/2023 17:54
1132;0;09/07/2023 20:46
1132;1;09/07/2023 19:29
1132;0;09/07/2023 14:46
1132;5;09/07/2023 14:14
1132;2;09/07/2023 13:26
1132;1;09/07/2023 12:10
1132;0;08/07/2023 20:45
1132;1;08/07/2023 20:44
1132;2;08/07/2023 19:31
1132;1;08/07/2023 19:23
1132;0;08/07/2023 15:04
1132;5;08/07/2023 14:35
1132;4;08/07/2023 14:21
1132;1;08/07/2023 12:06
1132;0;07/07/2023 20:41
1132;1;07/07/2023 19:53
1132;0;07/07/2023 18:56
1132;4;07/07/2023 18:38
1132;3;07/07/2023 17:50
1132;0;07/07/2023 15:10
1132;5;07/07/2023 14:41
1132;3;07/07/2023 14:34
1132;1;07/07/2023 13:01
1132;0;06/07/2023 20:43
1132;1;06/07/2023 20:12
1132;0;06/07/2023 18:23
1132;1;06/07/2023 17:37
1132;0;06/07/2023 15:27
1132;1;06/07/2023 15:27
1132;2;06/07/2023 14:58
1132;5;06/07/2023 14:42
1132;2;06/07/2023 14:35
1132;0;06/07/2023 13:20
1132;1;06/07/2023 12:20
1132;2;06/07/2023 12:18
1132;1;06/07/2023 11:49
1132;0;05/07/2023 20:27
1132;7;05/07/2023 20:21
1132;5;05/07/2023 19:52
1132;8;05/07/2023 19:44
1132;3;05/07/2023 15:15
1132;8;05/07/2023 14:48
1132;6;05/07/2023 14:48
1132;4;05/07/2023 14:41
1132;1;05/07/2023 13:10
1132;3;05/07/2023 13:05
1132;2;05/07/2023 11:52
1132;0;04/07/2023 19:40
1132;1;04/07/2023 19:40
1132;2;04/07/2023 19:40
1132;5;04/07/2023 19:02
1132;4;04/07/2023 18:24
1132;2;04/07/2023 16:14
1132;5;04/07/2023 15:29
1132;0;04/07/2023 14:35
1132;1;04/07/2023 13:59
1132;0;03/07/2023 20:42
1132;1;03/07/2023 14:40
1132;5;03/07/2023 13:45
1132;3;03/07/2023 13:00
1132;2;03/07/2023 12:53
1132;3;03/07/2023 12:48
1132;2;03/07/2023 12:44
1132;0;14/06/2023 19:27
1132;4;14/06/2023 19:04
1132;0;04/06/2023 17:15
1132;1;04/06/2023 16:55
1133;0;20/07/2023 13:04
1133;2;20/07/2023 12:13
1133;0;18/07/2023 12:40
1133;1;18/07/2023 12:10
1133;0;17/07/2023 14:27
1133;2;17/07/2023 13:40
1133;0;12/07/2023 19:54
1133;2;12/07/2023 17:57
1133;1;12/07/2023 17:39
1133;0;11/07/2023 13:27
1133;2;11/07/2023 12:31
1133;0;10/07/2023 20:26
1133;2;10/07/2023 18:02
1133;0;10/07/2023 13:14
1133;2;10/07/2023 11:37
1133;0;09/07/2023 20:49
1133;2;09/07/2023 19:57
1133;1;09/07/2023 19:28
1133;0;09/07/2023 13:15
1133;2;09/07/2023 12:48
1133;0;08/07/2023 19:33
1133;2;08/07/2023 17:58
1133;0;08/07/2023 13:44
1133;2;08/07/2023 13:16
1133;1;08/07/2023 13:11
1133;2;08/07/2023 12:32
1133;0;07/07/2023 20:00
1133;4;07/07/2023 19:04
1133;2;07/07/2023 18:22
1133;0;06/07/2023 12:49
1133;1;06/07/2023 11:37
1133;0;02/07/2023 21:03
1133;1;02/07/2023 11:15
1133;0;01/07/2023 20:18
1133;1;01/07/2023 20:18
